county,GEOID,NAME,category,table_id,variable,estimate,moe,summary_est,summary_moe,subset_ID,label,concept
Missoula County,30063000206,Census Tract 2.06; Missoula County; Montana,IncomePoverty,B06012,B06012_003,468,385,7649,1072,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Missoula County,30063000300,Census Tract 3; Missoula County; Montana,IncomePoverty,B06012,B06012_003,317,111,2313,282,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Missoula County,30063000400,Census Tract 4; Missoula County; Montana,IncomePoverty,B06012,B06012_003,395,229,2869,358,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Missoula County,30063000501,Census Tract 5.01; Missoula County; Montana,IncomePoverty,B06012,B06012_003,428,293,3266,410,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Missoula County,30063000502,Census Tract 5.02; Missoula County; Montana,IncomePoverty,B06012,B06012_003,113,87,1670,369,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Missoula County,30063000700,Census Tract 7; Missoula County; Montana,IncomePoverty,B06012,B06012_003,348,160,2865,343,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Missoula County,30063000801,Census Tract 8.01; Missoula County; Montana,IncomePoverty,B06012,B06012_003,523,257,3619,483,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Missoula County,30063000802,Census Tract 8.02; Missoula County; Montana,IncomePoverty,B06012,B06012_003,305,204,3667,872,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Missoula County,30063000901,Census Tract 9.01; Missoula County; Montana,IncomePoverty,B06012,B06012_003,344,160,6186,476,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Missoula County,30063000902,Census Tract 9.02; Missoula County; Montana,IncomePoverty,B06012,B06012_003,77,55,2311,244,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Missoula County,30063001001,Census Tract 10.01; Missoula County; Montana,IncomePoverty,B06012,B06012_003,642,305,3570,412,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Missoula County,30063001002,Census Tract 10.02; Missoula County; Montana,IncomePoverty,B06012,B06012_003,94,72,2235,502,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Missoula County,30063001100,Census Tract 11; Missoula County; Montana,IncomePoverty,B06012,B06012_003,143,78,3017,492,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Missoula County,30063001200,Census Tract 12; Missoula County; Montana,IncomePoverty,B06012,B06012_003,547,274,4925,630,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Missoula County,30063001302,Census Tract 13.02; Missoula County; Montana,IncomePoverty,B06012,B06012_003,199,138,6359,718,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Missoula County,30063001303,Census Tract 13.03; Missoula County; Montana,IncomePoverty,B06012,B06012_003,325,204,4671,515,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Missoula County,30063001304,Census Tract 13.04; Missoula County; Montana,IncomePoverty,B06012,B06012_003,471,303,7745,1397,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Missoula County,30063001401,Census Tract 14.01; Missoula County; Montana,IncomePoverty,B06012,B06012_003,52,61,2957,417,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Missoula County,30063001402,Census Tract 14.02; Missoula County; Montana,IncomePoverty,B06012,B06012_003,306,277,3937,420,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Missoula County,30063001501,Census Tract 15.01; Missoula County; Montana,IncomePoverty,B06012,B06012_003,686,393,2677,570,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Missoula County,30063001502,Census Tract 15.02; Missoula County; Montana,IncomePoverty,B06012,B06012_003,234,177,4410,455,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Missoula County,30063001601,Census Tract 16.01; Missoula County; Montana,IncomePoverty,B06012,B06012_003,201,178,4983,638,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Missoula County,30063001602,Census Tract 16.02; Missoula County; Montana,IncomePoverty,B06012,B06012_003,319,271,2968,398,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Missoula County,30063001801,Census Tract 18.01; Missoula County; Montana,IncomePoverty,B06012,B06012_003,162,99,1739,290,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Missoula County,30063001802,Census Tract 18.02; Missoula County; Montana,IncomePoverty,B06012,B06012_003,356,149,2915,346,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Musselshell County,30065000100,Census Tract 1; Musselshell County; Montana,IncomePoverty,B06012,B06012_003,208,116,3001,236,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Musselshell County,30065000200,Census Tract 2; Musselshell County; Montana,IncomePoverty,B06012,B06012_003,192,90,1999,166,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Park County,30067000100,Census Tract 1; Park County; Montana,IncomePoverty,B06012,B06012_003,103,59,1882,204,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Park County,30067000200,Census Tract 2; Park County; Montana,IncomePoverty,B06012,B06012_003,642,271,5107,289,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Park County,30067000300,Census Tract 3; Park County; Montana,IncomePoverty,B06012,B06012_003,213,178,3401,406,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Park County,30067000400,Census Tract 4; Park County; Montana,IncomePoverty,B06012,B06012_003,556,220,5493,386,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Park County,30067000500,Census Tract 5; Park County; Montana,IncomePoverty,B06012,B06012_003,208,108,1461,199,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Park County,30067980600,Census Tract 9806; Park County; Montana,IncomePoverty,B06012,B06012_003,0,11,0,11,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Petroleum County,30069000100,Census Tract 1; Petroleum County; Montana,IncomePoverty,B06012,B06012_003,52,30,401,85,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Phillips County,30071060200,Census Tract 602; Phillips County; Montana,IncomePoverty,B06012,B06012_003,514,193,4134,35,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Pondera County,30073977000,Census Tract 9770; Pondera County; Montana,IncomePoverty,B06012,B06012_003,300,119,3590,198,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Pondera County,30073977200,Census Tract 9772; Pondera County; Montana,IncomePoverty,B06012,B06012_003,204,77,2309,214,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Powder River County,30075000100,Census Tract 1; Powder River County; Montana,IncomePoverty,B06012,B06012_003,79,47,1717,123,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Powell County,30077000100,Census Tract 1; Powell County; Montana,IncomePoverty,B06012,B06012_003,168,66,1410,201,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Powell County,30077000200,Census Tract 2; Powell County; Montana,IncomePoverty,B06012,B06012_003,642,310,3840,242,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Prairie County,30079000100,Census Tract 1; Prairie County; Montana,IncomePoverty,B06012,B06012_003,139,117,1216,163,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Ravalli County,30081000100,Census Tract 1; Ravalli County; Montana,IncomePoverty,B06012,B06012_003,506,282,4509,547,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Ravalli County,30081000201,Census Tract 2.01; Ravalli County; Montana,IncomePoverty,B06012,B06012_003,328,198,4034,322,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Ravalli County,30081000203,Census Tract 2.03; Ravalli County; Montana,IncomePoverty,B06012,B06012_003,59,58,3285,505,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Ravalli County,30081000204,Census Tract 2.04; Ravalli County; Montana,IncomePoverty,B06012,B06012_003,115,77,5687,557,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Ravalli County,30081000300,Census Tract 3; Ravalli County; Montana,IncomePoverty,B06012,B06012_003,435,388,3275,504,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Ravalli County,30081000401,Census Tract 4.01; Ravalli County; Montana,IncomePoverty,B06012,B06012_003,252,130,3132,407,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Ravalli County,30081000402,Census Tract 4.02; Ravalli County; Montana,IncomePoverty,B06012,B06012_003,148,130,5829,710,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Ravalli County,30081000501,Census Tract 5.01; Ravalli County; Montana,IncomePoverty,B06012,B06012_003,24,56,1216,261,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Ravalli County,30081000502,Census Tract 5.02; Ravalli County; Montana,IncomePoverty,B06012,B06012_003,267,136,4510,624,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Ravalli County,30081000601,Census Tract 6.01; Ravalli County; Montana,IncomePoverty,B06012,B06012_003,85,63,1553,240,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Ravalli County,30081000602,Census Tract 6.02; Ravalli County; Montana,IncomePoverty,B06012,B06012_003,431,264,5342,747,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Ravalli County,30081000700,Census Tract 7; Ravalli County; Montana,IncomePoverty,B06012,B06012_003,277,138,1833,332,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Ravalli County,30081000800,Census Tract 8; Ravalli County; Montana,IncomePoverty,B06012,B06012_003,0,11,1322,220,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
